1,netflix.com
2,api-global.netflix.com
3,prod.netflix.com
4,push.prod.netflix.com
5,ichnaea.netflix.com
6,google.com
7,microsoft.com
8,nrdp50-appboot.netflix.com
9,secure.netflix.com
10,www.google.com
